Type,Description,Bedrooms,Bathroom,Area,Neighborhood,Disctrict,Price
Apartment,Apartment on sale,2,2,80,San Telmo,Disctrict 1,460000000
Apartment,Apartment on sale,3,2,72,Parque Patricios,Disctrict 4,265000000
Apartment,Apartment on sale,1,2,47,Mataderos,Disctrict 9,279400000
Apartment,Apartment on sale,3,2,96,Recoleta,Disctrict 2,377900000
Apartment,Apartment on sale,2,1,39,Villa Luro,Disctrict 10,163500000
Apartment,Apartment on sale,3,3,116,Colegiales,Disctrict 13,460000000
Finca,Finca on sale,3,6,370,Recoleta,Disctrict 2,3000000000
Apartment,Apartment on sale,3,2,85,Caballito,Disctrict 6,440000000
Apartment,Apartment on sale,2,2,63,Flores,Disctrict 7,345000000
Apartment,Apartment on sale,3,2,95,Almagro,Disctrict 5,650000000
Apartment,Apartment on sale,3,5,183,Balvanera,Disctrict 3,1250000000
Apartment,Apartment on sale,4,5,197,Belgrano,Disctrict 13,950000000
Bodega,Bodega on sale,1,4,1200,Villa Ortazar,Disctrict 15,2800000000
Apartment,Apartment on sale,3,3,108,Coghlan,Disctrict 12,670000000
Apartment,Apartment on sale,3,2,85,Villa Real,Disctrict 10,347000000
Apartment,Apartment on sale,3,3,115,Velez Sarsfield,Disctrict 10,760000000
Apartment,Apartment on sale,3,3,77,Parque Chacabuco,Disctrict 7,440000000
Apartment,Apartment on sale,3,2,87,Agronomia,Disctrict 15,430000000
Oficina/Consultorio,Oficina/Consultorio on sale,2,2,118,Villa Gral. Mitre,Disctrict 11,820000000
Apartment,Apartment on sale,5,6,189,Parque Chas,Disctrict 15,1300000000
Apartment,Apartment on sale,3,1,43,La Boca,Disctrict 4,139999999
Apartment,Apartment on sale,3,3,208,Saavedra,Disctrict 12,1300000000
Local,Local on sale,1,1,36,Almagro,Disctrict 5,749000000
Apartment,Apartment on sale,3,2,98,Recoleta,Disctrict 2,599900000
Apartment,Apartment on sale,3,4,250,Colegiales,Disctrict 13,1500000000
Apartment,Apartment on sale,3,4,268,Villa Crespo,Disctrict 15,1880000000
House,House on sale,4,5,195,Parque Chas,Disctrict 15,890000000
Apartment,Apartment on sale,3,1,43,Parque Patricios,Disctrict 4,139999999
Apartment,Apartment on sale,2,2,56,Almagro,Disctrict 5,270000000
Apartment,Apartment on sale,2,2,62,Retiro,Disctrict 1,420000000
House,House on sale,3,4,124,Floresta,Disctrict 10,500000000
Apartment,Apartment on sale,3,2,78,Puerto Madero,Disctrict 1,565000000
Apartment,Apartment on sale,3,4,211,Montserrat,Disctrict 1,1400000000
Apartment,Apartment on sale,1,1,42,Puerto Madero,Disctrict 1,215000000
Apartment,Apartment on sale,3,3,208,Chacarita,Disctrict 15,1300000000
Apartment,Apartment on sale,3,2,127,Villa Luro,Disctrict 10,495000000
Apartment,Apartment on sale,3,4,170,Villa Soldati,Disctrict 8,865000000
Apartment,Apartment on sale,3,2,138,Mataderos,Disctrict 9,490000000
House,House on sale,4,3,207,Villa Crespo,Disctrict 15,650000000
House,House on sale,4,5,478,Villa Devoto,Disctrict 11,2350000000
Apartment,Apartment on sale,4,4,321,Puerto Madero,Disctrict 1,1600000000
Apartment,Apartment on sale,4,5,250,Villa Luro,Disctrict 10,1050000000
Apartment,Apartment on sale,2,3,95,Villa Urquiza,Disctrict 12,745000000
Apartment,Apartment on sale,4,5,264,Parque Chas,Disctrict 15,1500000000
Apartment,Apartment on sale,3,2,111,Nueva Pompeya,Disctrict 4,360000000
Apartment,Apartment on sale,2,3,165,Chacarita,Disctrict 15,1320000000
Apartment,Apartment on sale,3,2,70,Belgrano,Disctrict 13,295000000
Apartment,Apartment on sale,1,2,64,Villa Urquiza,Disctrict 12,560000000
Apartment,Apartment on sale,3,3,89,Almagro,Disctrict 5,491000000
Apartment,Apartment on sale,3,4,120,Villa Real,Disctrict 10,695000000
Apartment,Apartment on sale,3,4,135,La Paternal,Disctrict 15,1200000000
Apartment,Apartment on sale,2,2,60,Flores,Disctrict 7,422000000
Apartment,Apartment on sale,5,6,189,Belgrano,Disctrict 13,1300000000
Apartment,Apartment on sale,2,3,98,La Boca,Disctrict 4,590000000
Apartment,Apartment on sale,2,2,92,Villa Riachuelo,Disctrict 8,980000000
Apartment,Apartment on sale,3,4,234,Villa del Parque,Disctrict 11,2190000000
Apartment,Apartment on sale,2,2,54,Saavedra,Disctrict 12,280000000
House,House on sale,1,2,58,La Boca,Disctrict 4,419600000
Apartment,Apartment on sale,3,2,50,Belgrano,Disctrict 13,160500000
Apartment,Apartment on sale,3,2,95,Caballito,Disctrict 6,442436000
Apartment,Apartment on sale,2,2,68,Nueva Pompeya,Disctrict 4,360000000
Apartment,Apartment on sale,3,3,175,Flores,Disctrict 7,1150000000
House,House on sale,4,5,800,Villa Lugano,Disctrict 8,4000000000
Apartment,Apartment on sale,2,2,91,San Nicolas,Disctrict 1,730000000
Apartment,Apartment on sale,4,5,378,San Cristobal,Disctrict 3,6500000000
Apartment,Apartment on sale,3,2,90,La Paternal,Disctrict 15,339000000
Apartment,Apartment on sale,2,2,76,Villa Ortazar,Disctrict 15,482000000
Apartment,Apartment on sale,3,2,88,Villa Pueyrredon,Disctrict 12,405000000
Apartment,Apartment on sale,2,2,77,La Boca,Disctrict 4,375000000
Apartment,Apartment on sale,4,3,96,Villa Luro,Disctrict 10,423000000
Apartment,Apartment on sale,3,2,88,Floresta,Disctrict 10,500000000
Apartment,Apartment on sale,4,5,402,Montserrat,Disctrict 1,5200000000
House,House on sale,2,4,500,Parque Chacabuco,Disctrict 7,1960000000
Apartment,Apartment on sale,2,3,125,Flores,Disctrict 7,830000000
Apartment,Apartment on sale,2,2,92,Velez Sarsfield,Disctrict 10,980000000
Apartment,Apartment on sale,2,2,342,Constitucion,Disctrict 1,3500000000
Apartment,Apartment on sale,3,3,141,Saavedra,Disctrict 12,1200000000
Apartment,Apartment on sale,3,5,357,Colegiales,Disctrict 13,4800000000
Apartment,Apartment on sale,2,2,77,Villa Riachuelo,Disctrict 8,480000000
Apartment,Apartment on sale,4,5,612,Montserrat,Disctrict 1,2800000000
Apartment,Apartment on sale,1,3,155,Parque Chas,Disctrict 15,1080000000
Apartment,Apartment on sale,2,3,162,Velez Sarsfield,Disctrict 10,950000000
Apartment,Apartment on sale,3,3,119,Flores,Disctrict 7,850000000
Apartment,Apartment on sale,3,3,154,Montserrat,Disctrict 1,980000000
Apartment,Apartment on sale,3,4,175,Retiro,Disctrict 1,1100000000
Apartment,Apartment on sale,3,3,108,Parque Chas,Disctrict 15,670000000
Apartment,Apartment on sale,2,3,200,Parque Chacabuco,Disctrict 7,1836000000
Apartment,Apartment on sale,3,3,115,Parque Chas,Disctrict 15,760000000
Apartment,Apartment on sale,3,3,77,Monte Castro,Disctrict 10,440000000
Apartment,Apartment on sale,3,2,85,La Boca,Disctrict 4,347000000
Apartment,Apartment on sale,3,2,62,Recoleta,Disctrict 2,274000000
Apartment,Apartment on sale,3,2,71,Caballito,Disctrict 6,290000000
Apartment,Apartment on sale,2,2,56,Parque Chas,Disctrict 15,270000000
House,House on sale,9,6,311,Colegiales,Disctrict 13,1300000000
House,House on sale,3,3,86,Barracas,Disctrict 4,460000000
Apartment,Apartment on sale,3,4,234,Boedo,Disctrict 5,2190000000
Apartment,Apartment on sale,2,2,55,Villa Riachuelo,Disctrict 8,240000000
Apartment,Apartment on sale,3,2,84,Saavedra,Disctrict 12,380000000
Apartment,Apartment on sale,1,1,42,Caballito,Disctrict 6,215000000
Apartment,Apartment on sale,3,3,208,Villa Luro,Disctrict 10,1300000000
Apartment,Apartment on sale,3,2,127,Monte Castro,Disctrict 10,495000000
Apartment,Apartment on sale,3,1,43,Colegiales,Disctrict 13,139999999
Apartment,Apartment on sale,2,4,116,Saavedra,Disctrict 12,900000000
Apartment,Apartment on sale,3,2,63,Villa Urquiza,Disctrict 12,390000000
Local,Local on sale,1,1,36,Palermo,Disctrict 14,749000000
Apartment,Apartment on sale,3,2,76,Recoleta,Disctrict 2,405084000
Apartment,Apartment on sale,3,2,66,Villa Devoto,Disctrict 11,458930000
House,House on sale,4,5,195,Martinez,Disctrict 13,890000000
Apartment,Apartment on sale,3,4,268,Villa Lugano,Disctrict 8,1880000000
Apartment,Apartment on sale,1,1,47,Villa del Parque,Disctrict 11,270000000
Apartment,Apartment on sale,2,4,122,Caballito,Disctrict 6,480000000
Apartment,Apartment on sale,3,2,106,Villa del Parque,Disctrict 11,545000000
Apartment,Apartment on sale,3,2,67,La Paternal,Disctrict 15,320000000
Apartment,Apartment on sale,3,2,98,San Nicolas,Disctrict 1,599900000
Apartment,Apartment on sale,3,2,87,Colegiales,Disctrict 13,815402051
Apartment,Apartment on sale,3,2,60,Chacarita,Disctrict 15,235000000
Apartment,Apartment on sale,3,1,43,Balvanera,Disctrict 3,150000000
Apartment,Apartment on sale,2,2,81,Villa del Parque,Disctrict 11,510000000
Apartment,Apartment on sale,3,2,54,Villa Pueyrredon,Disctrict 12,249000000
Apartment,Apartment on sale,2,2,59,Villa Crespo,Disctrict 15,356000000
Apartment,Apartment on sale,1,2,50,Monte Castro,Disctrict 10,303960000
House,House on sale,5,5,500,Villa Riachuelo,Disctrict 8,690000000
Apartment,Apartment on sale,3,2,80,Flores,Disctrict 7,528000000
Apartment,Apartment on sale,2,3,153,Villa Urquiza,Disctrict 12,739000000
Apartment,Apartment on sale,2,3,153,Parque Chacabuco,Disctrict 7,739000000
Apartment,Apartment on sale,3,2,80,Versalles,Disctrict 10,528000000
House,House on sale,4,3,185,Velez Sarsfield,Disctrict 10,850000000
Apartment,Apartment on sale,3,2,105,San Nicolas,Disctrict 1,624750000
Apartment,Apartment on sale,3,2,88,La Boca,Disctrict 4,408000000
Apartment,Apartment on sale,1,2,50,Montserrat,Disctrict 1,462000000
House,House on sale,5,2,225,Flores,Disctrict 7,600000000
House,House on sale,3,2,175,Villa Urquiza,Disctrict 12,490000000
Apartment,Apartment on sale,3,2,76,Belgrano,Disctrict 13,462000000
Apartment,Apartment on sale,3,2,64,Chacarita,Disctrict 15,372000000
Apartment,Apartment on sale,3,2,59,San Telmo,Disctrict 1,275000000
Apartment,Apartment on sale,2,1,38,Flores,Disctrict 7,115000000
Apartment,Apartment on sale,3,1,49,Mataderos,Disctrict 9,149000000
Apartment,Apartment on sale,3,2,80,Mataderos,Disctrict 9,528000000
House,House on sale,4,3,69,Villa Crespo,Disctrict 15,310000000
Apartment,Apartment on sale,3,2,73,Caballito,Disctrict 6,355000000
Apartment,Apartment on sale,3,2,80,Caballito,Disctrict 6,528000000
Apartment,Apartment on sale,2,3,153,Saavedra,Disctrict 12,739000000
Apartment,Apartment on sale,2,2,65,Villa del Parque,Disctrict 11,325000000
Apartment,Apartment on sale,2,3,153,Villa Luro,Disctrict 10,739000000
Apartment,Apartment on sale,3,2,94,Parque Chas,Disctrict 15,320000000
Apartment,Apartment on sale,1,1,29,Belgrano,Disctrict 13,192000000
House,House on sale,1,2,150,Villa Gral. Mitre,Disctrict 11,1100000000
Apartment,Apartment on sale,1,1,46,Martinez,Disctrict 13,183680000
Apartment,Apartment on sale,2,1,36,Parque Chacabuco,Disctrict 7,142000000
Apartment,Apartment on sale,4,3,176,San Nicolas,Disctrict 1,390000000
House,House on sale,11,1,520,San Nicolas,Disctrict 1,1500000000
Apartment,Apartment on sale,3,2,53,Velez Sarsfield,Disctrict 10,150480000
Apartment,Apartment on sale,2,3,153,Liniers,Disctrict 9,739000000
Apartment,Apartment on sale,3,3,150,Palermo,Disctrict 14,930000000
House,House on sale,13,9,500,Chacarita,Disctrict 15,2200000000
Apartment,Apartment on sale,2,1,42,Floresta,Disctrict 10,133000000
Apartment,Apartment on sale,3,2,68,Caballito,Disctrict 6,212500000
Apartment,Apartment on sale,3,2,63,Villa Urquiza,Disctrict 12,270000000
Apartment,Apartment on sale,3,2,68,Montserrat,Disctrict 1,305000000
Apartment,Apartment on sale,3,2,70,Villa Luro,Disctrict 10,270000000
Apartment,Apartment on sale,3,2,64,Caballito,Disctrict 6,190000000
House,House on sale,3,2,72,Versalles,Disctrict 10,320000000
Apartment,Apartment on sale,2,2,54,Versalles,Disctrict 10,210000000
Apartment,Apartment on sale,3,2,86,Villa Devoto,Disctrict 11,404000000
Apartment,Apartment on sale,3,1,49,Montserrat,Disctrict 1,149000000
Apartment,Apartment on sale,3,2,64,Versalles,Disctrict 10,190000000
Apartment,Apartment on sale,3,1,49,Villa Pueyrredon,Disctrict 12,149000000
Apartment,Apartment on sale,3,2,48,Parque Avellaneda,Disctrict 9,217000000
Apartment,Apartment on sale,2,1,42,Coghlan,Disctrict 12,111000000
Apartment,Apartment on sale,4,2,95,Belgrano,Disctrict 13,390000000
Apartment,Apartment on sale,2,2,55,Mataderos,Disctrict 9,250000000
Apartment,Apartment on sale,3,3,122,Barracas,Disctrict 4,650000000
House,House on sale,4,2,89,Martinez,Disctrict 13,350000000
Apartment,Apartment on sale,3,3,139,Flores,Disctrict 7,890000000
Apartment,Apartment on sale,3,2,80,Villa Riachuelo,Disctrict 8,320000000
House,House on sale,2,4,500,Monte Castro,Disctrict 10,1960000000
Apartment,Apartment on sale,4,5,402,Villa Pueyrredon,Disctrict 12,5200000000
Apartment,Apartment on sale,3,4,327,Villa Soldati,Disctrict 8,2500000000
Apartment,Apartment on sale,1,1,40,Villa Real,Disctrict 10,410000000
Apartment,Apartment on sale,2,3,91,Floresta,Disctrict 10,670000000
Apartment,Apartment on sale,3,3,138,Villa Riachuelo,Disctrict 8,650000000
Apartment,Apartment on sale,3,3,196,Belgrano,Disctrict 13,2030000000
House,House on sale,4,5,187,Retiro,Disctrict 1,1050000000
Apartment,Apartment on sale,3,3,224,Nueva Pompeya,Disctrict 4,1490000000
Apartment,Apartment on sale,1,2,48,Parque Patricios,Disctrict 4,600000000
Apartment,Apartment on sale,2,2,75,Coghlan,Disctrict 12,526000000
Apartment,Apartment on sale,2,2,73,San Telmo,Disctrict 1,483000000
Apartment,Apartment on sale,3,2,67,Villa Pueyrredon,Disctrict 12,268000000
Apartment,Apartment on sale,3,2,98,Parque Avellaneda,Disctrict 9,458000000
Apartment,Apartment on sale,2,2,57,Montserrat,Disctrict 1,273000000
Apartment,Apartment on sale,3,2,90,San Telmo,Disctrict 1,339000000
Apartment,Apartment on sale,2,2,76,Almagro,Disctrict 5,482000000
Apartment,Apartment on sale,3,2,75,Retiro,Disctrict 1,315000000
Apartment,Apartment on sale,2,2,77,Villa Santa Rita,Disctrict 11,375000000
Apartment,Apartment on sale,3,2,60,Nueva Pompeya,Disctrict 4,258000000
Apartment,Apartment on sale,4,4,321,Constitucion,Disctrict 1,1600000000
Apartment,Apartment on sale,4,5,250,Puerto Madero,Disctrict 1,1050000000
Apartment,Apartment on sale,2,2,60,Constitucion,Disctrict 1,422000000
Apartment,Apartment on sale,2,3,125,Coghlan,Disctrict 12,830000000
Apartment,Apartment on sale,3,4,326,Parque Chacabuco,Disctrict 7,3900000000
Apartment,Apartment on sale,2,3,149,Villa Crespo,Disctrict 15,990000000
House,House on sale,5,6,1300,Montserrat,Disctrict 1,4000000000
Apartment,Apartment on sale,2,2,92,Villa Gral. Mitre,Disctrict 11,980000000
Apartment,Apartment on sale,3,4,363,Parque Chacabuco,Disctrict 7,5083000000
Apartment,Apartment on sale,3,3,436,Parque Chacabuco,Disctrict 7,5400000000
Apartment,Apartment on sale,3,1,49,La Paternal,Disctrict 15,149000000
Apartment,Apartment on sale,3,4,230,Constitucion,Disctrict 1,2700000000
Apartment,Apartment on sale,2,1,42,Villa Crespo,Disctrict 15,117810000
Apartment,Apartment on sale,3,2,58,Villa Pueyrredon,Disctrict 12,240000000
Apartment,Apartment on sale,3,1,54,Chacarita,Disctrict 15,210000000
Apartment,Apartment on sale,1,2,66,Floresta,Disctrict 10,580000000
House,House on sale,4,3,308,Parque Avellaneda,Disctrict 9,1600000000
Apartment,Apartment on sale,2,1,54,Balvanera,Disctrict 3,186000000
Apartment,Apartment on sale,3,2,64,Almagro,Disctrict 5,190000000
Apartment,Apartment on sale,2,1,38,Villa Lugano,Disctrict 8,110000000
Apartment,Apartment on sale,3,2,46,Villa Ortazar,Disctrict 15,182000000
House,House on sale,3,2,59,Flores,Disctrict 7,169000000
Apartment,Apartment on sale,3,2,59,Monte Castro,Disctrict 10,205000000
Apartment,Apartment on sale,3,2,60,Parque Patricios,Disctrict 4,272000000
Apartment,Apartment on sale,3,2,70,Puerto Madero,Disctrict 1,330000000
Apartment,Apartment on sale,3,2,69,Villa Crespo,Disctrict 15,295000000
Apartment,Apartment on sale,3,2,70,Flores,Disctrict 7,330000000
Apartment,Apartment on sale,3,2,54,Villa Luro,Disctrict 10,237000000
Apartment,Apartment on sale,3,3,166,Almagro,Disctrict 5,1050000000
Apartment,Apartment on sale,3,2,64,Flores,Disctrict 7,190000000
Apartment,Apartment on sale,3,2,69,Constitucion,Disctrict 1,295000000
Apartment,Apartment on sale,3,2,59,Villa Ortazar,Disctrict 15,205000000
Apartment,Apartment on sale,3,1,49,Velez Sarsfield,Disctrict 10,149000000
House,House on sale,2,1,44,Barracas,Disctrict 4,126000000
Apartment,Apartment on sale,3,3,60,San Cristobal,Disctrict 3,235000000
Apartment,Apartment on sale,2,3,153,Coghlan,Disctrict 12,739000000
Apartment,Apartment on sale,3,2,86,Villa del Parque,Disctrict 11,404000000
Apartment,Apartment on sale,3,2,70,Constitucion,Disctrict 1,330000000
Apartment,Apartment on sale,3,2,69,San Telmo,Disctrict 1,295000000
House,House on sale,3,3,130,Agronomia,Disctrict 15,500000000
Apartment,Apartment on sale,3,4,285,San Nicolas,Disctrict 1,1200000000
Apartment,Apartment on sale,2,3,153,Puerto Madero,Disctrict 1,739000000
Apartment,Apartment on sale,2,3,153,Parque Chacabuco,Disctrict 7,739000000
Apartment,Apartment on sale,3,3,96,Puerto Madero,Disctrict 1,720000000
Apartment,Apartment on sale,2,3,153,Martinez,Disctrict 13,739000000
House,House on sale,7,5,280,Villa Urquiza,Disctrict 12,390000000
Apartment,Apartment on sale,3,1,51,Retiro,Disctrict 1,172000000
Apartment,Apartment on sale,2,2,54,Floresta,Disctrict 10,250000000
Apartment,Apartment on sale,3,1,42,Villa Gral. Mitre,Disctrict 11,170000000
Apartment,Apartment on sale,1,2,50,Villa Crespo,Disctrict 15,303960000
Apartment,Apartment on sale,1,2,50,Belgrano,Disctrict 13,303960000
Apartment,Apartment on sale,3,2,80,Floresta,Disctrict 10,528000000
Apartment,Apartment on sale,2,3,153,Coghlan,Disctrict 12,739000000
Apartment,Apartment on sale,3,2,81,Villa Gral. Mitre,Disctrict 11,311000000
Apartment,Apartment on sale,2,2,54,La Boca,Disctrict 4,250000000
Apartment,Apartment on sale,3,1,51,Monte Castro,Disctrict 10,169000000
Apartment,Apartment on sale,1,2,64,Constitucion,Disctrict 1,258360000
Apartment,Apartment on sale,3,2,64,La Boca,Disctrict 4,190000000
Apartment,Apartment on sale,3,2,50,Saavedra,Disctrict 12,180000000
Apartment,Apartment on sale,3,2,59,Martinez,Disctrict 13,205000000
Apartment,Apartment on sale,3,2,50,Monte Castro,Disctrict 10,175000000
Apartment,Apartment on sale,3,2,64,Balvanera,Disctrict 3,190000000
Apartment,Apartment on sale,3,2,64,Agronomia,Disctrict 15,190000000
House,House on sale,3,3,145,Villa Real,Disctrict 10,985000000
House,House on sale,4,2,194,Puerto Madero,Disctrict 1,520000000
House,House on sale,4,3,215,Villa Soldati,Disctrict 8,900000000
Apartment,Apartment on sale,4,3,171,Barracas,Disctrict 4,1250000000
House,House on sale,3,2,236,Retiro,Disctrict 1,650000000
Apartment,Apartment on sale,3,1,53,Belgrano,Disctrict 13,138000000
Apartment,Apartment on sale,2,1,45,San Nicolas,Disctrict 1,125000000
Apartment,Apartment on sale,2,1,42,Villa Luro,Disctrict 10,123000000
Apartment,Apartment on sale,3,3,132,Mataderos,Disctrict 9,800000000
House,House on sale,4,2,72,Villa Riachuelo,Disctrict 8,365000000
Apartment,Apartment on sale,3,2,49,Villa Santa Rita,Disctrict 11,170000000
Apartment,Apartment on sale,3,1,46,Liniers,Disctrict 9,147000000
Apartment,Apartment on sale,3,2,80,Puerto Madero,Disctrict 1,510000000
